chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr3	80203567	80203599	7	NA	NA	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr3	80316055	80316127	12	23	0	NA	NA	NA	NA	NA	NA	47	2	22	0
chr3	80495259	80495364	6	NA	NA	NA	NA	NA	NA	21	19	NA	NA	NA	NA
chr3	81587531	81587651	4	NA	NA	NA	NA	26	4	22	1	21	1	NA	NA
chr3	82932220	82932295	8	NA	NA	31	11	NA	NA	NA	NA	NA	NA	NA	NA
chr3	83572350	83572394	5	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA
chr3	83577640	83577747	4	NA	NA	20	15	NA	NA	NA	NA	NA	NA	21	9
chr3	84109902	84109968	4	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA
chr3	84283288	84283346	8	NA	NA	NA	NA	NA	NA	NA	NA	24	8	NA	NA
chr3	84399223	84399318	5	NA	NA	NA	NA	NA	NA	37	0	NA	NA	NA	NA
chr3	84617010	84617125	4	NA	NA	NA	NA	NA	NA	NA	NA	26	21	NA	NA
chr3	84617695	84617982	13	NA	NA	36	0	NA	NA	NA	NA	35	1	NA	NA
chr3	85376603	85376779	5	NA	NA	31	29	21	17	30	29	30	28	NA	NA
chr3	85798375	85798454	3	NA	NA	NA	NA	NA	NA	23	20	NA	NA	NA	NA
chr3	86027030	86027200	4	NA	NA	NA	NA	NA	NA	21	8	23	7	NA	NA
chr3	86028427	86028482	9	NA	NA	27	3	NA	NA	NA	NA	NA	NA	NA	NA
chr3	86028948	86029092	6	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	86100024	86100305	7	NA	NA	NA	NA	20	16	32	24	23	16	24	20
chr3	86350267	86350524	8	24	23	NA	NA	NA	NA	27	24	27	16	NA	NA
chr3	86600551	86600709	8	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA	NA
chr3	86804191	86804475	8	28	25	37	32	28	28	54	52	68	64	42	40
chr3	86958816	86958978	7	NA	NA	46	36	32	25	47	34	44	24	68	43
chr3	87214919	87215035	5	22	5	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr3	87282323	87282450	5	NA	NA	NA	NA	32	31	41	39	NA	NA	25	22
chr3	87329115	87329320	8	23	6	NA	NA	NA	NA	NA	NA	22	3	NA	NA
chr3	87420908	87421083	9	NA	NA	NA	NA	NA	NA	39	2	NA	NA	NA	NA
chr3	87600872	87600929	8	NA	NA	23	1	NA	NA	NA	NA	NA	NA	24	9
chr3	87601185	87601255	6	NA	NA	NA	NA	NA	NA	NA	NA	29	1	NA	NA
chr3	87689700	87689801	5	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr3	87710629	87710668	8	NA	NA	NA	NA	NA	NA	31	18	NA	NA	NA	NA
chr3	87981906	87981938	7	NA	NA	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr3	88019429	88019492	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr3	88049799	88049862	7	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA
chr3	88101217	88101398	11	NA	NA	32	2	NA	NA	23	0	43	0	NA	NA
chr3	88214498	88214712	5	NA	NA	NA	NA	NA	NA	NA	NA	23	8	NA	NA
chr3	88424955	88424999	9	NA	NA	NA	NA	NA	NA	NA	NA	27	13	NA	NA
chr3	88490027	88490069	7	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA
chr3	88754062	88754226	15	NA	NA	NA	NA	NA	NA	27	5	24	6	NA	NA
chr3	88897078	88897254	8	NA	NA	NA	NA	NA	NA	23	2	NA	NA	NA	NA
chr3	88969083	88969142	6	28	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	88994546	88994659	4	NA	NA	NA	NA	NA	NA	31	27	NA	NA	24	22
chr3	89017223	89017291	3	22	0	25	1	NA	NA	NA	NA	NA	NA	29	0
chr3	89031771	89032132	11	NA	NA	NA	NA	36	2	37	1	20	1	24	1
chr3	89080515	89080600	5	NA	NA	NA	NA	NA	NA	20	11	NA	NA	NA	NA
chr3	89080909	89081007	4	NA	NA	NA	NA	25	17	34	12	23	8	NA	NA
chr3	89086034	89086070	5	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr3	89197540	89197616	6	NA	NA	30	3	NA	NA	NA	NA	21	3	NA	NA
chr3	89215435	89215917	18	NA	NA	21	0	49	1	52	1	30	2	24	0
chr3	89222148	89222326	11	NA	NA	NA	NA	33	0	NA	NA	NA	NA	NA	NA
chr3	89234345	89234408	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr3	89357769	89357884	4	NA	NA	NA	NA	NA	NA	22	15	NA	NA	NA	NA
chr3	89700349	89700469	5	NA	NA	NA	NA	NA	NA	31	21	NA	NA	NA	NA
chr3	89716800	89716858	7	NA	NA	23	15	NA	NA	NA	NA	NA	NA	NA	NA
chr3	89767707	89767792	9	NA	NA	NA	NA	29	2	NA	NA	NA	NA	NA	NA
chr3	90015773	90015904	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6
chr3	90057942	90058084	10	NA	NA	30	0	NA	NA	NA	NA	29	1	NA	NA
chr3	90241350	90241481	3	NA	NA	NA	NA	NA	NA	26	18	24	17	NA	NA
chr3	90269171	90269232	8	NA	NA	NA	NA	NA	NA	NA	NA	24	10	NA	NA
chr3	90781715	90781771	3	NA	NA	21	15	20	13	NA	NA	36	29	NA	NA
chr3	91768242	91768440	8	NA	NA	33	28	NA	NA	47	40	42	36	22	17
chr3	93249820	93250036	15	NA	NA	NA	NA	27	16	22	6	26	0	54	16
chr3	93297376	93297441	3	NA	NA	NA	NA	NA	NA	20	7	NA	NA	NA	NA
chr3	94114742	94114780	5	22	8	NA	NA	25	0	NA	NA	20	0	NA	NA
chr3	94462225	94462338	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	0
chr3	94561580	94561626	8	NA	NA	NA	NA	24	20	NA	NA	NA	NA	NA	NA
chr3	94757491	94757514	4	NA	NA	NA	NA	NA	NA	37	1	29	1	NA	NA
chr3	94757649	94757687	5	NA	NA	21	0	NA	NA	26	0	NA	NA	NA	NA
chr3	94779288	94779440	6	20	0	22	0	26	1	24	1	29	2	NA	NA
chr3	94963980	94964215	9	NA	NA	24	0	20	0	29	3	24	1	29	1
chr3	95086225	95086425	6	NA	NA	NA	NA	NA	NA	32	2	23	1	NA	NA
chr3	95119258	95119309	9	NA	NA	27	8	NA	NA	NA	NA	NA	NA	NA	NA
chr3	95237798	95237993	4	NA	NA	22	3	20	1	24	3	NA	NA	NA	NA
chr3	95238426	95238512	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	18
chr3	95467284	95467302	3	NA	NA	NA	NA	NA	NA	29	3	26	6	NA	NA
chr3	95982159	95982369	6	NA	NA	NA	NA	NA	NA	20	18	NA	NA	NA	NA
chr3	96014154	96014253	4	NA	NA	NA	NA	NA	NA	23	1	NA	NA	NA	NA
chr3	96023768	96024108	34	NA	NA	107	18	63	11	80	0	61	3	NA	NA
chr3	96024367	96024553	16	NA	NA	NA	NA	40	6	48	3	NA	NA	23	3
chr3	96025333	96025460	13	NA	NA	NA	NA	41	5	20	0	NA	NA	NA	NA
chr3	96044221	96044265	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr3	96066999	96067182	13	21	3	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr3	96071938	96072198	10	NA	NA	24	3	NA	NA	NA	NA	26	4	NA	NA
chr3	96072623	96072668	8	NA	NA	NA	NA	NA	NA	24	8	NA	NA	20	6
chr3	96073511	96073832	17	22	2	20	0	25	0	25	3	49	6	NA	NA
chr3	96126709	96126812	7	NA	NA	NA	NA	21	11	36	17	33	16	NA	NA
chr3	96144915	96145066	6	20	2	NA	NA	23	2	28	2	NA	NA	NA	NA
chr3	96196612	96196719	7	NA	NA	47	16	NA	NA	26	22	NA	NA	25	16
chr3	96217148	96217235	6	NA	NA	27	25	NA	NA	NA	NA	32	32	NA	NA
chr3	96218635	96218692	7	NA	NA	NA	NA	21	15	NA	NA	NA	NA	NA	NA
chr3	96244424	96244570	3	21	3	26	6	24	6	29	9	35	9	34	6
chr3	96244673	96244769	6	NA	NA	NA	NA	21	1	27	0	25	0	NA	NA
chr3	96305609	96305835	8	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	96345432	96345605	7	NA	NA	33	10	NA	NA	31	0	33	2	20	2
chr3	96439944	96440136	11	NA	NA	NA	NA	23	0	NA	NA	21	1	NA	NA
chr3	96531403	96531459	7	NA	NA	25	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	96531853	96531914	8	NA	NA	NA	NA	24	12	NA	NA	NA	NA	NA	NA
chr3	96532029	96532267	12	33	1	43	1	51	0	57	0	51	1	42	1
chr3	97000865	97001027	6	NA	NA	32	31	20	17	27	15	33	27	NA	NA
chr3	97183074	97183163	5	NA	NA	26	24	NA	NA	NA	NA	NA	NA	NA	NA
chr3	97414368	97414440	3	NA	NA	NA	NA	NA	NA	NA	NA	24	2	NA	NA
chr3	97463121	97463148	3	NA	NA	NA	NA	NA	NA	NA	NA	34	12	NA	NA
chr3	97635486	97635568	4	NA	NA	NA	NA	23	3	36	1	21	3	22	3
chr3	97683405	97683631	6	35	11	44	13	43	8	55	12	63	17	37	8
chr3	97705289	97705356	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	21
chr3	97816677	97816818	6	NA	NA	28	22	28	21	23	17	NA	NA	NA	NA
chr3	97829422	97829481	5	21	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	99965689	99966045	13	34	0	36	0	52	2	91	2	43	1	64	0
chr3	101099678	101099785	3	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr3	102824447	102824495	7	NA	NA	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr3	102889847	102889892	3	NA	NA	20	16	NA	NA	20	18	NA	NA	NA	NA
chr3	102943805	102943984	4	24	20	NA	NA	22	17	23	15	26	23	NA	NA
chr3	103082374	103082571	6	NA	NA	NA	NA	NA	NA	20	5	NA	NA	NA	NA
chr3	103717916	103718015	5	NA	NA	NA	NA	NA	NA	26	0	NA	NA	NA	NA
chr3	103719533	103719714	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1
chr3	103732357	103732429	4	NA	NA	22	14	NA	NA	NA	NA	NA	NA	NA	NA
chr3	104025337	104025399	5	NA	NA	NA	NA	33	1	29	0	NA	NA	NA	NA
chr3	104345428	104345492	6	NA	NA	NA	NA	28	0	30	5	NA	NA	NA	NA
chr3	104505012	104505070	7	21	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	104764592	104764641	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr3	105489321	105489455	7	24	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	105762536	105762734	13	NA	NA	21	4	NA	NA	NA	NA	29	14	NA	NA
chr3	105804421	105804465	7	NA	NA	NA	NA	NA	NA	23	5	NA	NA	NA	NA
chr3	106060148	106060276	6	NA	NA	NA	NA	NA	NA	22	16	NA	NA	NA	NA
chr3	106348027	106348408	7	27	1	23	2	NA	NA	24	1	25	3	NA	NA
chr3	106351090	106351150	5	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr3	106884693	106884767	4	NA	NA	NA	NA	NA	NA	28	25	NA	NA	NA	NA
chr3	107262216	107262332	19	NA	NA	NA	NA	NA	NA	42	33	59	10	NA	NA
chr3	107499466	107499565	7	NA	NA	22	9	NA	NA	NA	NA	NA	NA	NA	NA
chr3	107631300	107631369	3	NA	NA	NA	NA	NA	NA	NA	NA	23	17	NA	NA
chr3	107899815	107899893	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	6
chr3	108086805	108086918	10	21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	108091195	108091367	6	NA	NA	NA	NA	NA	NA	NA	NA	27	1	NA	NA
chr3	108338847	108339046	5	NA	NA	NA	NA	NA	NA	26	7	NA	NA	NA	NA
chr3	108524476	108524603	6	NA	NA	NA	NA	NA	NA	28	1	20	0	21	0
chr3	110054036	110054155	4	NA	NA	NA	NA	24	1	NA	NA	NA	NA	NA	NA
chr3	112105523	112105637	5	NA	NA	NA	NA	NA	NA	NA	NA	20	16	NA	NA
chr3	112546094	112546323	6	NA	NA	20	13	25	9	25	10	27	14	25	13
chr3	115590401	115590552	5	NA	NA	NA	NA	26	0	24	1	25	0	NA	NA
chr3	115591258	115591464	11	21	0	NA	NA	23	1	NA	NA	20	3	28	0
chr3	115710300	115710377	12	NA	NA	40	0	NA	NA	NA	NA	NA	NA	41	3
chr3	115945508	115945654	7	NA	NA	NA	NA	NA	NA	NA	NA	31	24	NA	NA
chr3	115953747	115953762	3	NA	NA	NA	NA	NA	NA	27	17	NA	NA	NA	NA
chr3	116036203	116036341	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr3	116050606	116050771	15	NA	NA	51	50	23	22	53	52	28	28	NA	NA
chr3	116060222	116060323	3	NA	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr3	116126367	116126421	6	NA	NA	NA	NA	NA	NA	NA	NA	26	2	NA	NA
chr3	116423236	116423322	5	NA	NA	22	21	NA	NA	29	29	36	36	23	23
chr3	116596157	116596195	3	NA	NA	NA	NA	NA	NA	20	10	NA	NA	NA	NA
chr3	116689356	116689432	3	NA	NA	NA	NA	NA	NA	22	3	NA	NA	NA	NA
chr3	117067214	117067358	4	NA	NA	NA	NA	NA	NA	22	0	31	1	27	0
chr3	119412440	119412657	12	NA	NA	NA	NA	NA	NA	27	27	20	19	35	34
chr3	121051379	121051528	7	NA	NA	NA	NA	NA	NA	20	19	28	28	NA	NA
chr3	121129659	121129824	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	4
chr3	121261775	121261970	6	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr3	121656509	121656545	8	NA	NA	24	9	NA	NA	NA	NA	NA	NA	NA	NA
chr3	121948827	121948893	13	NA	NA	NA	NA	NA	NA	NA	NA	39	0	NA	NA
chr3	121976690	121976948	6	NA	NA	NA	NA	NA	NA	20	0	21	1	NA	NA
chr3	122323220	122323343	7	27	1	NA	NA	21	1	58	0	NA	NA	26	0
chr3	122393493	122393630	5	NA	NA	24	21	NA	NA	40	34	NA	NA	23	21
chr3	122760093	122760147	5	NA	NA	NA	NA	NA	NA	32	5	26	7	NA	NA
chr3	122814518	122814731	5	35	35	46	45	62	56	82	76	49	46	46	44
chr3	122976688	122977019	7	24	22	NA	NA	31	29	41	41	38	36	20	20
chr3	123213306	123213443	5	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr3	124852244	124852298	4	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr3	126708248	126708332	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	7
chr3	126928735	126928983	14	41	7	63	0	22	1	63	8	46	5	39	0
chr3	127161433	127161547	5	NA	NA	NA	NA	NA	NA	24	9	NA	NA	NA	NA
chr3	127328713	127328933	8	20	2	36	3	49	2	42	7	31	2	31	0
chr3	127365512	127365562	6	NA	NA	24	20	NA	NA	NA	NA	NA	NA	NA	NA
chr3	127462298	127462541	8	NA	NA	NA	NA	24	11	NA	NA	34	16	NA	NA
chr3	127491864	127491989	5	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr3	127598681	127598818	15	NA	NA	26	0	29	5	NA	NA	40	11	NA	NA
chr3	128223326	128223511	8	NA	NA	NA	NA	NA	NA	NA	NA	27	23	NA	NA
chr3	128918263	128918408	9	NA	NA	27	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	128919284	128919392	5	NA	NA	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr3	129237929	129238149	9	29	28	31	30	NA	NA	24	17	NA	NA	NA	NA
chr3	129533373	129533464	6	NA	NA	NA	NA	NA	NA	26	0	21	1	NA	NA
chr3	129534330	129534467	11	21	5	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr3	129566522	129566572	3	NA	NA	21	17	NA	NA	NA	NA	NA	NA	NA	NA
chr3	129763124	129763176	7	NA	NA	NA	NA	20	2	NA	NA	NA	NA	21	0
chr3	130814497	130814536	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1
chr3	131152248	131152368	4	NA	NA	NA	NA	NA	NA	21	1	NA	NA	27	1
chr3	131153012	131153071	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr3	132312562	132312738	5	33	32	28	27	43	38	32	31	25	24	36	35
chr3	132346371	132346523	6	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr3	132347641	132347918	6	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr3	132999594	132999769	6	NA	NA	21	19	NA	NA	33	32	35	32	NA	NA
chr3	133253838	133254017	4	NA	NA	NA	NA	NA	NA	21	10	NA	NA	NA	NA
chr3	133862905	133863084	7	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr3	133901838	133901888	4	NA	NA	NA	NA	33	3	30	0	NA	NA	NA	NA
chr3	133903462	133903519	5	23	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	134492551	134492672	7	NA	NA	NA	NA	NA	NA	22	2	NA	NA	NA	NA
chr3	134991109	134991230	6	NA	NA	NA	NA	NA	NA	NA	NA	24	19	NA	NA
chr3	135085884	135086051	15	NA	NA	30	3	NA	NA	NA	NA	NA	NA	35	14
chr3	135103501	135103657	6	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	135488164	135488228	7	NA	NA	32	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	135670784	135670963	6	NA	NA	24	13	NA	NA	23	7	23	12	21	13
chr3	136332605	136332666	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr3	136492741	136492874	3	NA	NA	NA	NA	NA	NA	20	7	NA	NA	NA	NA
chr3	136499664	136499909	6	25	6	24	7	27	6	36	5	30	4	NA	NA
chr3	137443241	137443273	4	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	137654392	137654651	7	NA	NA	20	8	36	6	22	4	22	3	21	6
chr3	137793633	137793677	3	NA	NA	NA	NA	21	8	27	17	NA	NA	NA	NA
chr3	138191395	138191537	6	NA	NA	NA	NA	20	0	23	0	27	0	NA	NA
chr3	140502507	140502569	3	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr3	140631576	140631709	3	NA	NA	NA	NA	NA	NA	21	15	NA	NA	NA	NA
chr3	142224107	142224153	5	44	18	53	39	NA	NA	NA	NA	39	26	NA	NA
chr3	142543813	142543924	6	NA	NA	20	0	20	1	29	0	NA	NA	NA	NA
chr3	143858228	143858307	3	NA	NA	NA	NA	NA	NA	20	13	20	16	NA	NA
chr3	143942962	143943071	4	NA	NA	NA	NA	26	16	NA	NA	NA	NA	NA	NA
chr3	144233753	144233812	6	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr3	144386498	144386544	3	NA	NA	NA	NA	24	4	37	12	21	3	NA	NA
chr3	144604819	144604987	5	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA
chr3	145106017	145106274	6	NA	NA	NA	NA	NA	NA	30	13	27	16	NA	NA
chr3	145588183	145588317	6	NA	NA	NA	NA	NA	NA	29	0	23	1	NA	NA
chr3	145652821	145652865	5	NA	NA	28	6	NA	NA	NA	NA	NA	NA	NA	NA
chr3	145673626	145673680	3	NA	NA	NA	NA	NA	NA	30	26	22	20	22	21
chr3	145736011	145736117	6	NA	NA	NA	NA	21	12	NA	NA	NA	NA	NA	NA
chr3	145928487	145928630	5	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr3	145991329	145991413	7	NA	NA	NA	NA	29	9	NA	NA	NA	NA	NA	NA
chr3	146056802	146056895	3	NA	NA	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr3	146162349	146162464	15	NA	NA	NA	NA	30	2	26	16	NA	NA	NA	NA
chr3	146232980	146233203	7	NA	NA	NA	NA	NA	NA	NA	NA	20	7	NA	NA
chr3	146313799	146313931	7	21	21	NA	NA	NA	NA	24	14	39	38	25	23
chr3	146348027	146348072	6	NA	NA	NA	NA	24	4	NA	NA	NA	NA	NA	NA
chr3	146474885	146475154	8	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	146657697	146657819	4	NA	NA	NA	NA	26	17	20	12	NA	NA	NA	NA
chr3	147973355	147973534	6	NA	NA	32	25	35	22	35	18	41	23	NA	NA
chr3	148118315	148118429	3	NA	NA	NA	NA	NA	NA	22	16	NA	NA	NA	NA
chr3	148342336	148342558	4	NA	NA	NA	NA	NA	NA	24	12	26	13	NA	NA
chr3	148651361	148651481	12	NA	NA	NA	NA	NA	NA	32	22	NA	NA	NA	NA
chr3	148653530	148653800	13	20	0	NA	NA	40	11	23	0	26	7	NA	NA
chr3	151229617	151229678	4	NA	NA	20	9	NA	NA	29	15	36	19	NA	NA
chr3	151729721	151729846	5	NA	NA	NA	NA	24	10	NA	NA	NA	NA	NA	NA
chr3	151770274	151770432	8	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr3	151856399	151856601	6	NA	NA	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr3	151876583	151876606	3	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr3	152110668	152110803	6	NA	NA	22	19	NA	NA	31	25	NA	NA	NA	NA
chr3	152149640	152149837	8	23	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	152220324	152220434	3	NA	NA	24	13	27	11	28	15	27	16	22	14
chr3	152228197	152228305	4	NA	NA	NA	NA	NA	NA	20	18	23	21	NA	NA
chr3	153115575	153115702	3	NA	NA	NA	NA	NA	NA	21	18	24	19	21	16
chr3	153530580	153530826	6	NA	NA	NA	NA	NA	NA	23	13	NA	NA	NA	NA
chr3	153575169	153575348	5	NA	NA	NA	NA	NA	NA	24	1	NA	NA	NA	NA
chr3	153647394	153647454	3	NA	NA	NA	NA	NA	NA	NA	NA	22	8	NA	NA
chr3	154010697	154010921	6	NA	NA	NA	NA	NA	NA	22	14	NA	NA	NA	NA
chr3	154559755	154559883	5	NA	NA	NA	NA	NA	NA	NA	NA	20	10	NA	NA
chr3	154756559	154756712	8	NA	NA	NA	NA	NA	NA	27	13	NA	NA	NA	NA
chr3	156227036	156227147	5	NA	NA	20	16	NA	NA	NA	NA	NA	NA	NA	NA
chr3	157609350	157609443	4	NA	NA	NA	NA	NA	NA	NA	NA	21	14	20	12
chr3	157694648	157694699	13	25	0	NA	NA	NA	NA	28	6	NA	NA	41	27
chr3	158224455	158224504	9	NA	NA	NA	NA	34	12	NA	NA	NA	NA	NA	NA
chr4	3010626	3010842	5	NA	NA	22	10	21	9	47	13	22	12	NA	NA
chr4	3104054	3104274	5	NA	NA	23	21	NA	NA	24	18	NA	NA	23	19
chr4	3158955	3159120	6	29	18	29	21	42	28	38	29	54	33	29	18
chr4	3347586	3347692	5	NA	NA	NA	NA	24	8	22	3	NA	NA	NA	NA
chr4	3380098	3380338	7	26	21	25	20	NA	NA	34	29	24	21	NA	NA
chr4	3501894	3502059	17	NA	NA	36	12	45	0	NA	NA	NA	NA	NA	NA
chr4	3605250	3605314	8	NA	NA	NA	NA	29	10	NA	NA	NA	NA	NA	NA
chr4	3737553	3737653	5	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr4	3762063	3762242	11	25	2	27	0	NA	NA	37	1	51	1	NA	NA
chr4	4390982	4391229	9	NA	NA	NA	NA	NA	NA	NA	NA	28	28	NA	NA
chr4	4483079	4483337	8	NA	NA	22	19	NA	NA	24	17	25	22	22	15
chr4	5573057	5573418	6	NA	NA	NA	NA	NA	NA	23	9	NA	NA	NA	NA
chr4	6084162	6084346	5	NA	NA	NA	NA	NA	NA	31	27	25	20	24	20
chr4	6117989	6118105	9	NA	NA	NA	NA	NA	NA	NA	NA	31	5	NA	NA
chr4	6440506	6440593	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	21
chr4	7968715	7968885	5	NA	NA	24	19	27	23	24	16	27	23	32	29
chr4	8021050	8021363	10	30	26	29	29	48	43	43	41	46	44	42	41
chr4	8166947	8166999	6	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr4	8389395	8389791	11	38	37	38	36	39	35	39	36	38	36	36	34
chr4	8445801	8445965	6	NA	NA	NA	NA	NA	NA	NA	NA	24	24	NA	NA
chr4	8573927	8574214	11	NA	NA	29	0	NA	NA	20	0	NA	NA	NA	NA
chr4	8617151	8617213	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	7
chr4	8677859	8677908	4	NA	NA	NA	NA	NA	NA	24	23	NA	NA	NA	NA
chr4	8712330	8712589	12	NA	NA	NA	NA	NA	NA	40	33	24	21	NA	NA
chr4	8960124	8960144	8	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
chr4	9697763	9697908	9	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr4	9772281	9772295	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1
chr4	10961182	10961202	9	NA	NA	27	27	NA	NA	NA	NA	NA	NA	NA	NA
chr4	11083675	11083902	21	NA	NA	NA	NA	39	14	37	6	NA	NA	NA	NA
chr4	11088392	11088571	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	13
chr4	11119322	11119473	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr4	11181383	11181445	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr4	11248341	11248637	9	23	0	32	2	26	2	43	6	31	2	36	2
chr4	11313134	11313192	7	NA	NA	NA	NA	23	3	NA	NA	NA	NA	NA	NA
chr4	12014908	12014954	5	NA	NA	20	8	NA	NA	NA	NA	NA	NA	NA	NA
chr4	12051171	12051224	3	NA	NA	22	20	NA	NA	NA	NA	22	21	NA	NA
chr4	14752736	14752850	6	21	2	36	14	45	19	45	10	30	10	33	16
chr4	14809316	14809456	5	NA	NA	NA	NA	25	19	31	26	NA	NA	20	17
chr4	15193638	15193674	5	NA	NA	NA	NA	20	4	NA	NA	NA	NA	NA	NA
chr4	15808614	15808815	9	27	7	41	3	24	5	35	2	59	12	29	8
chr4	15941190	15941244	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr4	18203276	18203481	8	NA	NA	NA	NA	NA	NA	22	18	NA	NA	NA	NA
chr4	19260474	19260542	3	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA
chr4	19496718	19496779	6	NA	NA	NA	NA	NA	NA	24	3	NA	NA	NA	NA
chr4	19636320	19636375	6	NA	NA	NA	NA	NA	NA	22	12	NA	NA	NA	NA
chr4	21615574	21615673	8	NA	NA	NA	NA	NA	NA	22	3	NA	NA	NA	NA
chr4	21775375	21775474	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	18
chr4	21806748	21806781	5	NA	NA	NA	NA	NA	NA	NA	NA	22	3	NA	NA
chr4	22285550	22285604	3	NA	NA	NA	NA	29	19	23	19	29	16	NA	NA
